hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
WANT THIS WARP RIPPLE EFFECT? tutorial by @vsp.mikayla,demonstration,high,37.72897196,0.8202,403700,12800,231,629,8,6-10,en,,,2023,videostarapp,https://www.tiktok.com/@videostarapp/video/7288354769834429739
How to Turn Your Cat into a Christmas Tree! 🎄🐱,demonstration,high,37.28891973,0.8192,80600,1069,14,339,10,6-10,en,Photo & Video,Photo Editing,2023,hypic_global,https://www.tiktok.com/@hypic_global/video/7316749468370521375
"How to keep my house clean with ADHD I have ADHD, which means raising 2 kids",demonstration,high,37.04013378,0.8188,88600,945,41,57,16,11-26,en,Productivity,Goal Trackers,2023,mepluss,https://www.tiktok.com/@mepluss/video/7185133631726177579
How to create a story for your best friend's birthday,demonstration,high,36.48701047,0.817,188200,3230,9,21,10,6-10,en,Photo & Video,Video Editing,2021,mojo.app,https://www.tiktok.com/@mojo.app/video/7023415237390978310
How to use Kilonotes on iPad Kilonotes 101,demonstration,high,36.31375737,0.8165,357400,15000,103,644,8,6-10,en,Education,Study Aids & Flashcards,2024,kilonotesapp,https://www.tiktok.com/@kilonotesapp/video/7382599623212371218
How to Introduce a New Cat 🐱 oh hey guys my new baby brother is home,demonstration,high,36.17686467,0.8162,81000,3450,35,222,16,11-26,en,Shopping,Pet Shopping,2023,petsmart,https://www.tiktok.com/@petsmart/video/7252878195253333290
How to scan as fast as possible?,demonstration,high,36.11111111,0.8158,18200,230,1,0,7,6-10,en,Productivity,Document Management,2022,iscanner_app,https://www.tiktok.com/@iscanner_app/video/7172476565614300422
HOW TO SMELL LIKE ....... PT 4 @ericakatlyn,demonstration,high,33.35411471,0.8082,160500,2871,13,69,8,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,lemon8_us,https://www.tiktok.com/@lemon8_us/photo/7430921801435286815
Let me show you how to style an ✨ASTOURI✨ short kimono!,demonstration,high,32.52647504,0.805,21500,95,13,5,11,11-26,ht,Shopping,E-commerce Marketplaces,2023,fashwire,https://www.tiktok.com/@fashwire/video/7198653201158032686
"ChatGPT Color Analysis (& how to do it) Try to find the most accurate color that matches the skin, eyes, & hair",demonstration,strong,31.09282122,0.7987,34000,338,18,92,22,11-26,en,Productivity,Note-Taking,2024,chaton.app,https://www.tiktok.com/@chaton.app/video/7351810002304224555
How to get your baby to sleep within seconds,demonstration,strong,30.781893,0.7972,374000,9935,110,1151,9,6-10,en,Health & Fitness,Sleep Analysis,2021,babysleepmagic,https://www.tiktok.com/@babysleepmagic/video/6976832599062842625
Here's how to easily write cold emails from your iPhone with Auri AI,demonstration,strong,30.656,0.7967,383200,947,45,70,13,11-26,en,Productivity,Note-Taking,2023,auri_ai,https://www.tiktok.com/@auri_ai/video/7228977346550844677
I'll teach you how to make this animated PowerPoint slide in seconds,demonstration,strong,30.15873016,0.7945,3800000,120800,295,11500,12,11-26,en,Education,Virtual Classrooms,2023,classpoint.io,https://www.tiktok.com/@classpoint.io/video/7238580602151226630
How to know exactly how long a book will take to finish.,demonstration,strong,29.78965321,0.793,26200,2157,11,19,12,11-26,en,Books,Reading Trackers,2021,booklyapp,https://www.tiktok.com/@booklyapp/video/6973316177510583557
no makeup makeup editing tutorial,demonstration,strong,29.75157139,0.7927,99400,660,7,11,5,3-5,en,Photo & Video,Photo Editing,2022,glowupapp,https://www.tiktok.com/@glowupapp/video/7154180227495759105
Reply to Raeeee's comment The ai goes crazy but amazing Jo Yuri Ai Baby Tutorial (App: CloneAi),demonstration,strong,29.4178487,0.7912,199100,3550,185,109,17,11-26,en,Entertainment,Meme Generators,2025,cloneaiapp,https://www.tiktok.com/@cloneaiapp/video/7455949513602206983
How to make friends in a new city,demonstration,strong,29.31726908,0.7908,21900,203,1,0,8,6-10,en,Social Networking,Event-Based Networks,2022,meetup,https://www.tiktok.com/@meetup/video/7128484766483270958
HOW TO CREATE a fake sunset?,demonstration,strong,29.04794997,0.7898,41800,502,4,24,6,6-10,en,Photo & Video,Video Editing,2023,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7213420368403401989
How to sound Like a native,demonstration,strong,28.70090634,0.7885,1900000,466700,2345,2350,6,6-10,en,Education,Language Learning,2021,lingodeer.app,https://www.tiktok.com/@lingodeer.app/video/6973834734942162181
How to keep your drawings with iScanner?,demonstration,strong,28.37301587,0.7868,14300,178,0,2,7,6-10,en,Productivity,Document Management,2022,iscanner_app,https://www.tiktok.com/@iscanner_app/video/7168502461869722885
How to reduce Odors in your kitchen,demonstration,strong,28.36734694,0.7867,27800,216,0,4,7,6-10,en,Lifestyle,Home Decor & DIY,2024,lemon8.home,https://www.tiktok.com/@lemon8.home/photo/7337410179677408555
here's how you can bring coastal,demonstration,strong,28.30617658,0.7863,74700,476,9,27,6,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7367441745031859502
How to create a cool speed effect,demonstration,strong,28.0261723,0.7852,25700,537,11,9,7,6-10,en,Photo & Video,Video Editing,2020,spliceapp,https://www.tiktok.com/@spliceapp/video/6880866331122617601
How to Check Your Pulse at home❤️✨,demonstration,strong,27.7208238,0.7833,6057,43,0,5,7,6-10,zh,Health & Fitness,Chronic Condition Management,2023,heartifyapp,https://www.tiktok.com/@heartifyapp/video/7239347125224623402
How to serve PEARS for babies,demonstration,strong,27.58241758,0.7828,25100,125,2,15,6,6-10,en,,,2022,blwmealsapp,https://www.tiktok.com/@blwmealsapp/video/7171227531020963115
"Edit tutorial How to remove the ""millennial pause""",demonstration,strong,27.42547425,0.7822,25300,182,7,16,8,6-10,en,Business,Task & Project Management,2023,plotworkspace,https://www.tiktok.com/@plotworkspace/video/7221208830871407915
How to make an ENGINEER RESUME In less than 15 seconds,demonstration,strong,27.41545894,0.7821,22700,775,1,88,11,11-26,en,Productivity,Resume Builders,2023,kickresume,https://www.tiktok.com/@kickresume/video/7185227425750502661
This is what college looks like for this new generation 😂,demonstration,strong,27.368,0.7818,342100,10800,29,57,11,11-26,en,Education,AI Study Tools,2024,quizmate.io,https://www.tiktok.com/@quizmate.io/video/7410467346311040287
What will my baby look like?,demonstration,strong,27.2,0.7815,32300,126,10,8,6,6-10,en,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7423149909215382790
How to make a perfect fan video,demonstration,strong,27.17164698,0.781,39100,1192,16,6,7,6-10,en,Photo & Video,Video Editing,2022,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7106899316618415365
How to swaddle your baby with one arm out... Ideal from 9 weeks +,demonstration,strong,27.09465021,0.7806,329200,1972,42,41,14,11-26,en,Health & Fitness,Sleep Analysis,2020,babysleepmagic,https://www.tiktok.com/@babysleepmagic/video/6825838900834012422
How to respond to a TikTok comment with a video after filming to attach that video,demonstration,strong,26.85185185,0.7795,87000,1170,66,104,16,11-26,en,Social Networking,Link Sharing/ Bio Management,2023,linktr.ee,https://www.tiktok.com/@linktr.ee/video/7223178795568614663
This is how to create a website for free OUR HISTORY University Larana Inc 2020,demonstration,strong,26.40202703,0.7775,781500,27400,240,1919,15,11-26,en,Photo & Video,Video Editing,2022,synthesia.ai,https://www.tiktok.com/@synthesia.ai/video/7138839202334117126
How to access websites your school blocked updated version,demonstration,strong,26.29691609,0.7771,5500000,636600,5707,41800,9,6-10,en,Education,Study Aids & Flashcards,2021,kadama,https://www.tiktok.com/@kadama/video/7004159654037130502
how to stop hiccups fast,demonstration,strong,26.12244898,0.7763,3200000,129900,2752,6384,5,3-5,en,Health & Fitness,Meditation & Mindfulness,2021,breathwrk,https://www.tiktok.com/@breathwrk/video/7037212674295467311
Reply to aleenafayaz's comment TUTORIAL HOW TO: Partiful Invite 💫💌 (the party invite app for hot people),demonstration,strong,25.9795773,0.7758,164100,2392,23,401,17,11-26,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7285493282392640811
"How To Answer: ""Describe your professional goals""",demonstration,strong,25.60386473,0.774,21200,251,0,13,7,6-10,en,Productivity,Resume Builders,2022,kickresume,https://www.tiktok.com/@kickresume/video/7089236298707389701
How to watch TikToks at different speeds change the playback,demonstration,strong,25.49382716,0.7735,82600,647,48,193,10,6-10,en,Social Networking,Link Sharing/ Bio Management,2023,linktr.ee,https://www.tiktok.com/@linktr.ee/video/7226011122405575937
How to get back into reading,demonstration,strong,24.78681069,0.7695,21800,50,0,0,6,6-10,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7308833527439674657
How to get ALL TEST answers,demonstration,strong,24.3844131,0.7669,5100000,469800,3614,46000,6,6-10,en,Education,Study Aids & Flashcards,2021,kadama,https://www.tiktok.com/@kadama/video/6990424441498963206
How to use Memrise,demonstration,strong,24.22018349,0.7658,13200,200,8,22,4,3-5,en,Education,Language Learning,2023,memriseapp,https://www.tiktok.com/@memriseapp/video/7218126330729139462
Today I'm gonna be showing you guys how to customize events,demonstration,strong,23.54223433,0.761,43200,145,8,46,11,11-26,en,Productivity,Meeting Schedulers,2022,timetreeapp,https://www.tiktok.com/@timetreeapp/video/7176754388126518530
How to solve geometry problems?,demonstration,strong,23.52284264,0.7609,9268,64,4,2,5,3-5,en,Education,AI Study Tools,2024,solvely.ai,https://www.tiktok.com/@solvely.ai/photo/7332367913527069994
How to showcase your photography!,demonstration,strong,23.14850717,0.7588,119400,1387,18,18,5,3-5,en,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7229610044625587498
How to Cancel a Meeting,demonstration,strong,23.02257238,0.7582,184100,5480,16,785,5,3-5,en,Education,Language Learning,2024,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7431888452024536353
How to introduce yourself at a networking event,demonstration,strong,22.74176408,0.7568,21400,256,0,0,8,6-10,en,Education,Professional Development,2022,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7133683476137643306
How to get all answers on Google Forms,demonstration,strong,22.47191011,0.7551,4700000,211200,551,10000,8,6-10,en,Education,Study Aids & Flashcards,2022,kadama,https://www.tiktok.com/@kadama/video/7167037072073592106
How to dress like Ashtin Earle on a budget,demonstration,strong,22.41616904,0.7547,48800,192,7,5,9,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7393036498339171617
how to throw a SLASHER SUMMER party you wanna get camp?,demonstration,strong,22.11667854,0.753,139700,7705,47,1093,11,11-26,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7250578710548466986
"How to Become a Scrum Master? Courses, Certifications & More",demonstration,strong,22.10144928,0.7528,18300,249,5,21,10,6-10,en,Productivity,Resume Builders,2024,kickresume,https://www.tiktok.com/@kickresume/photo/7391877882626297120
How to 100% ANY Kahoot pt 3,demonstration,strong,21.99378437,0.752,4600000,323100,1355,14800,7,6-10,en,Education,Study Aids & Flashcards,2022,kadama,https://www.tiktok.com/@kadama/video/7048710165830307119
How to keep your leather bag fresh?,demonstration,strong,21.875,0.7509,21000,517,18,28,7,6-10,en,Shopping,E-commerce Marketplaces,2024,gem.app,https://www.tiktok.com/@gem.app/video/7343417904324709678
How to make an INTJ like you?,demonstration,strong,21.81095776,0.7506,104300,6197,67,204,7,6-10,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7208620270003768619
Guessing Challenge: What 100 calories look like,demonstration,strong,21.58067158,0.7493,52700,1276,13,4,7,6-10,en,Food & Drink,Calorie Counters,2024,yazioapp,https://www.tiktok.com/@yazioapp/video/7445598632591609110
NEW CONTENT HOW TO ADD A FONT Live now!,demonstration,strong,21.30670803,0.7472,109900,193,2,7,9,6-10,pl,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7251535841095372078
How to time-travel to the 2000s with just one click,demonstration,strong,21.28151746,0.7468,46000,778,7,21,10,6-10,en,Photo & Video,Photo Editing,2023,hypic_global,https://www.tiktok.com/@hypic_global/video/7313028875007593771
How to understand your sleep with Sleepwave,demonstration,strong,21.20141343,0.7462,24000,129,0,0,7,6-10,en,Health & Fitness,Sleep Analysis,2022,sleepwave.app,https://www.tiktok.com/@sleepwave.app/video/7148472146094771461
How to film an easy travel video ✈️,demonstration,strong,20.76386196,0.7433,107100,137,0,5,8,6-10,en,Photo & Video,Video Editing,2024,mojo.app,https://www.tiktok.com/@mojo.app/video/7340298186700983598
How to create vintage-inspired Instagram stories,demonstration,strong,20.70675759,0.7427,16700,197,5,15,6,6-10,en,Photo & Video,Story Templates,2021,unfold,https://www.tiktok.com/@unfold/video/6915520382770449670
How to create a couples post You + Me,demonstration,strong,20.29856534,0.7405,104700,87,2,10,9,6-10,en,Photo & Video,Video Editing,2024,mojo.app,https://www.tiktok.com/@mojo.app/video/7335386021955145002
how to create a custom wallpaper,demonstration,strong,19.87488829,0.7376,111200,731,16,19,6,6-10,en,Utilities,Custom Widgets,2023,screenkit.app,https://www.tiktok.com/@screenkit.app/video/7256277694034267410
how to cover your face✨aesthetically✨,demonstration,strong,19.6702259,0.7361,135400,521,2,2,5,3-5,la,Photo & Video,Photo Editing,2023,epikapp,https://www.tiktok.com/@epikapp/video/7216515587684519169
You can write and sell an ebook! How to write and sell an ebook!,demonstration,strong,19.36042781,0.7336,9051,256,3,28,14,11-26,en,Business,Small Business Tools,2022,teachable.com,https://www.tiktok.com/@teachable.com/video/7175191933856353578
How to gain weight with MyNetDiary 🍏 so this is me actually logging,demonstration,strong,19.19879063,0.7325,12700,91,4,6,13,11-26,en,Health & Fitness,Diet & Nutrition,2024,mynetdiaryapp,https://www.tiktok.com/@mynetdiaryapp/video/7364820899389885738
Watch me get roasted by my coffee machine,demonstration,strong,18.92545628,0.7309,129100,182,3,7,8,6-10,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7381457970820943137
- what is this effect? 💥 - looking OSM 😂😂 - how to make it? - OMG! What a magic?! 😱,demonstration,strong,18.34607366,0.7269,26400,2049,5,8,21,11-26,en,Photo & Video,Video Editing,2021,dizzi_app,https://www.tiktok.com/@dizzi_app/video/6988965594267667717
How to make personalized affirmations with the help of Affirmation AI,demonstration,strong,17.72575251,0.7215,10600,122,9,671,11,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,affirmationai,https://www.tiktok.com/@affirmationai/video/7355978862829915434
How to find a job in NEW ZEALAND As a Foreigner,demonstration,strong,17.39130435,0.7187,14400,262,6,30,11,11-26,en,Productivity,Resume Builders,2023,kickresume,https://www.tiktok.com/@kickresume/video/7244584768526929179
How to calm down when angry? 😡 Inhale,demonstration,strong,17.30857143,0.7179,302900,9868,245,962,8,6-10,en,Health & Fitness,Meditation & Mindfulness,2022,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7081367157161970987
Asking Headspace Employees how to mindfully say ... That is not my job,demonstration,strong,17.17085119,0.7167,140200,2640,18,575,13,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,headspace,https://www.tiktok.com/@headspace/video/7436406170258066718
"Hey, haven’t you always wanted to learn how to play piano?",demonstration,strong,17.15806716,0.7163,41900,196,8,3,11,11-26,en,Music,Music Learning Tools,2024,simplypiano,https://www.tiktok.com/@simplypiano/video/7342479878597397767
How to make an ENTP like you?,demonstration,strong,17.10581347,0.7157,81800,6633,151,277,7,6-10,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7213825101140217131
How to Write a Resume Profile,demonstration,strong,16.90821256,0.7142,14000,172,0,2,6,6-10,en,Productivity,Resume Builders,2022,kickresume,https://www.tiktok.com/@kickresume/video/7098309515111615750
