hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
Reply to grace.veikk's comment Stuffy nose?? I need it really bad if there is one for that Stuffy nose,other,high,102.8571429,0.9032,1800000,126100,2402,4883,19,11-26,en,Health & Fitness,Meditation & Mindfulness,2021,breathenow.app,https://www.tiktok.com/@breathenow.app/video/6975867712069225733
He cheated.,other,high,102.3622047,0.9031,1300000,69600,92,670,2,0-2,en,Entertainment,Comedy Platforms,2024,convohouse,https://www.tiktok.com/@convohouse/video/7368604799295573280
Live like a Panda Want to get your college tuition fee covered? That’s easy! Live like a Panda,other,high,102.2178241,0.9029,878000,20700,264,230,18,11-26,en,Food & Drink,Food Delivery,2023,foodpanda_my,https://www.tiktok.com/@foodpanda_my/video/7205776727014952219
"Poles for Transitions Focus on flexion, bending, thoroughness and hind legs",other,high,101.9067797,0.9028,144300,12300,41,111,11,11-26,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7105757698322435334
I think first dates are nerve-racking,other,high,101.8518519,0.9027,1100000,21100,76,125,6,6-10,en,Social Networking,Friend Finders,2023,tinder,https://www.tiktok.com/@tinder/video/7289515961462394154
the official skibidi toilet emoji is here,other,high,101.7142857,0.9026,106800,857,89,306,7,6-10,en,Photo & Video,Meme Creators,2024,dreamoji.ai,https://www.tiktok.com/@dreamoji.ai/video/7424049852427848992
"Oh, shit.",other,high,101.5936255,0.9025,5100000,567200,2715,7918,2,0-2,en,Entertainment,Movie Recommendation Tools,2024,letterboxd,https://www.tiktok.com/@letterboxd/video/7411545085986213151
This voiceover is A.I generated,other,high,101.5021459,0.9023,47300,1112,41,301,5,3-5,en,Photo & Video,Video Editing,2024,animakerhq,https://www.tiktok.com/@animakerhq/video/7340718018021952773
and didn't help me unpack whatsoever,other,high,101.3654247,0.9022,219000,9779,117,64,6,6-10,en,Lifestyle,Home Decor & DIY,2023,realizedesign,https://www.tiktok.com/@realizedesign/video/7315633855120018731
FREEBIE ALERT!,other,high,100.9049774,0.902,66900,33,2,2,2,0-2,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7428159186560748833
AI Kiss Trend AI Video OMG... AI made my crush Kiss me!,other,high,100.8035714,0.9019,112900,229,32,218,12,11-26,en,Photo & Video,Video Editing,2024,aimarvels.app,https://www.tiktok.com/@aimarvels.app/video/7443010252729093407
Albin Grans unsent a message Albin Grans unsent a message,other,high,100.6666667,0.9019,105700,855,45,46,10,6-10,ca,Photo & Video,Meme Creators,2024,dreamoji.ai,https://www.tiktok.com/@dreamoji.ai/video/7418125414066949409
"Behind every corporate baddie’s self-promo LinkedIn post, there’s a Gen Z shitpost about cooking chicken in a coffee machine",other,high,100.5313496,0.9018,94600,1142,1,7,19,11-26,en,Education,Professional Development,2023,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7185285323583245610
Coolest things to do in Anaheim 🌴,other,high,100.5246423,0.9018,632300,23100,86,7948,7,6-10,en,Finance,Budgeting & Expense Tracking,2024,super,https://www.tiktok.com/@super/video/7361869025736920363
AI answers my interview questions in real-time 😱😱😱,other,high,99.81343284,0.9015,214000,176,1,6,8,6-10,en,Business,HR & Payroll,2023,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7286735311760149802
GRAND BUDAPEST SO REAL Avantika has a special Grand Budapest Hotel tradition with her bff💖,other,high,99.29527837,0.9013,140900,5720,17,22,15,11-26,en,Entertainment,Fan Communities,2024,getashelf,https://www.tiktok.com/@getashelf/video/7324444438741224747
Perfumes that will make HIM fall in love,other,high,99.08561929,0.901,476800,3424,34,162,8,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,lemon8_us,https://www.tiktok.com/@lemon8_us/photo/7405694673718725930
Pete Davidson does,other,high,99.01067685,0.9009,505400,18600,55,40,3,3-5,de,Finance,Financial Literacy Tools,2023,thejerryapp,https://www.tiktok.com/@thejerryapp/video/7220544644726213934
Submitting a project:,other,high,98.99749373,0.9008,79000,7633,10,19,3,3-5,en,Social Networking,Video Communities,2023,okcool,https://www.tiktok.com/@okcool/video/7199968206117784838
No es Santorini... este alojamiento está en ESPAÑA 😱,other,high,98.82,0.9007,988200,26100,96,8957,9,6-10,es,Travel,Itinerary Planning,2024,holidayguru,https://www.tiktok.com/@holidayguru/photo/7371735479156362528
win a birkin bag,other,high,98.18351188,0.9005,421600,746,21,30,4,3-5,id,Shopping,Luxury Goods,2024,wonderskin,https://www.tiktok.com/@wonderskin/video/7417881468107590943
Insidr.ai,other,high,97.89855072,0.9002,135100,295,2,14,1,0-2,lt,Education,AI Study Tools,2024,insidr.ai,https://www.tiktok.com/@insidr.ai/video/7358493731328232737
We asked a campus recruiter what to DITCH from your resume 👀,other,high,97.44952179,0.8999,91700,692,8,5,12,11-26,en,Education,Professional Development,2023,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7197162587954400555
Experience your dream world IRL 🚀🦖,other,high,97.17011129,0.8997,611200,24300,339,849,6,6-10,en,Finance,Budgeting & Expense Tracking,2024,super,https://www.tiktok.com/@super/video/7328494357613464875
Superlocal is like Pokémon Go but for exploring your city,other,high,97.15832206,0.8996,215400,10500,125,781,10,6-10,en,Navigation,GPS & Maps,2023,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7184442597191044398
My aunt getting ready for the construction workers' daily lunch rush. She loves her job 😇,other,high,97.11362806,0.8995,265800,21900,190,1324,16,11-26,en,Social Networking,Video Communities,2024,nextdoor,https://www.tiktok.com/@nextdoor/video/7359336379853049131
I would ask.,other,high,96.90840797,0.8995,335400,347,7,4,3,3-5,en,Social Networking,Dating Apps,2021,taimiapp,https://www.tiktok.com/@taimiapp/video/6966599146442607877
Hobbies to try next,other,high,96.53499653,0.8993,139300,165,2,13,4,3-5,en,Health & Fitness,Chronic Condition Management,2024,spoonyapp,https://www.tiktok.com/@spoonyapp/video/7405393512167902482
UK English 🇬🇧 ➡️ US slang 🇺🇸 Message me,other,high,96.50020056,0.8993,962300,50100,195,2714,9,6-10,zh,Education,Language Learning,2023,busuu,https://www.tiktok.com/@busuu/video/7228617700476488986
Made you think,other,high,96.23576837,0.8992,883300,31300,106,266,3,3-5,en,Entertainment,Comedy Platforms,2022,biteable,https://www.tiktok.com/@biteable/video/7132547209001700614
This bar,other,high,96.03268749,0.8992,364300,14100,162,31,2,0-2,en,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7303946863693155617
life on c.ai: c.ai,other,high,95.92485549,0.8991,331900,43300,313,582,4,3-5,en,Entertainment,Fan Communities,2024,girlfriendgpt,https://www.tiktok.com/@girlfriendgpt/video/7385661921799736577
Bea mine! I'M WITH YOU NOW HAHA,other,high,95.89652096,0.899,430000,24100,85,274,7,6-10,et,Entertainment,Comedy Platforms,2024,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7410440453612506400
Easy Vlogging with Reelshot! and I can take my shot yes,other,high,95.78163772,0.8989,19300,192,8,4,11,11-26,en,Photo & Video,Video Editing,2023,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7216273360181939462
I let go of my worries. I focus my energy on only what I can control.,other,high,95.65826331,0.8989,68300,201,3,14,16,11-26,en,Health & Fitness,Meditation & Mindfulness,2023,iam.app,https://www.tiktok.com/@iam.app/video/7213796784131329285
Letterboxd!,other,high,95.61752988,0.8988,4800000,582800,1384,10400,1,0-2,en,Entertainment,Movie Recommendation Tools,2025,letterboxd,https://www.tiktok.com/@letterboxd/video/7456530833776692510
"Horse Analytics #1 Health, Training and Management App! Find the Link in our Bio Google Play Download on the App Store",other,high,95.40960452,0.8987,135100,5645,43,108,21,11-26,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7096110594016759046
Roe was overturned and we were told to delete our period trackers and go back to pen and paper. I was devastated.,other,high,95.38061158,0.8986,73300,1405,53,77,22,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,embody.space,https://www.tiktok.com/@embody.space/photo/7408227512960011566
THINGS TO SEE... PART II!,other,high,95.35928144,0.8986,63700,1210,5,103,5,3-5,en,Travel,Local Guides,2021,localsinsightapp,https://www.tiktok.com/@localsinsightapp/video/7016140171502570757
On a regardé des téléfilms de Noël ensemble,other,high,94.83139856,0.8985,686200,4935,8,109,8,6-10,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7175960495004912902
my 2024 glow up plan,other,high,94.64285714,0.8984,26500,399,1,2,5,3-5,en,Productivity,Habit Trackers,2024,do.habits,https://www.tiktok.com/@do.habits/video/7319217818434538785
Hinge and lean forward 45°,other,high,94.40559441,0.8983,2700000,129300,47,7226,5,3-5,en,Health & Fitness,Workout Trackers,2024,fitonomy.app,https://www.tiktok.com/@fitonomy.app/video/7429347830021803310
SOUND?! How to: Use the Mojo Tools Part 2 Autocut Reels,other,high,94.39705312,0.8982,486900,1833,5,162,11,11-26,en,Photo & Video,Video Editing,2023,mojo.app,https://www.tiktok.com/@mojo.app/video/7247066403453586734
Different types of office personas,other,high,94.04341242,0.898,372600,8766,112,1296,5,3-5,en,Productivity,Document Management,2022,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7130349910918106414
The Cooking Technique Snoop Dogg Taught Gordon Ramsay 😳 - Take fresh mint - Find the largest leaf,other,high,93.95973154,0.8979,2100000,167000,853,14300,18,11-26,en,Education,Virtual Classrooms,2024,masterclass,https://www.tiktok.com/@masterclass/video/7395994663150275870
for the boys,other,high,93.6967632,0.8978,5500000,131900,216,134,3,3-5,en,Health & Fitness,Diet & Nutrition,2022,studyai.app,https://www.tiktok.com/@studyai.app/video/7144742651936574766
DT is wondering where I am,other,high,93.33333333,0.8975,2800000,16000,183,308,6,6-10,en,Social Networking,Video Communities,2024,favorited.app,https://www.tiktok.com/@favorited.app/video/7447022466578386219
Tiktok could actually get BANNED,other,high,93.17343173,0.8974,151500,978,88,68,5,3-5,en,Games,Sports Games,2024,joshrozin,https://www.tiktok.com/@joshrozin/video/7348172422660590854
HIRE FREE AI EMPLOYEES FOR YOUR BUSINESS! 😱 THIS IS INCREDIBLE! 😱,other,high,92.89884301,0.8973,437600,27000,177,4847,12,11-26,tr,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7205212486260362497
Asked AI how many kids I'll have and the vid it made... I'M SHOOK 😭 (App:cloneai),other,high,92.64184397,0.8972,627000,5898,289,1070,16,11-26,en,Entertainment,Meme Generators,2024,cloneaiapp,https://www.tiktok.com/@cloneaiapp/video/7444905886994173191
My iOS 16 widgets + lockscreen style,other,high,92.62114537,0.8971,84100,987,12,3,7,6-10,en,Lifestyle,Motivation,2022,motivationapp,https://www.tiktok.com/@motivationapp/video/7143329930321890565
Dear Nat: Let’s talk s3x drive Alright let's talk about s3x drive,other,high,92.56012587,0.8971,205900,5346,28,103,12,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2022,naturalcycles,https://www.tiktok.com/@naturalcycles/video/7173705054103358762
0% Without my best friend,other,high,92.07236842,0.8969,279900,10900,38,187,5,3-5,en,Social Networking,Friend Finders,2024,yubo_app,https://www.tiktok.com/@yubo_app/video/7399650299784318250
Day 578 with no s3gg,other,high,92.0651493,0.8969,881800,54100,928,20500,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7205001579706076417
The First 48 Hours in Your Apartment 2. Fire Safety First,other,high,91.9047619,0.8968,57900,5477,19,136,11,11-26,en,Lifestyle,Home Decor & DIY,2021,apartmentlist,https://www.tiktok.com/@apartmentlist/video/7024280661380877574
Elon Musk as a Martian,other,high,91.84782609,0.8967,67600,112,0,1,5,3-5,en,Photo & Video,Meme Creators,2022,arta_app,https://www.tiktok.com/@arta_app/video/7173677458854677806
Quand j'essaie de couper court à la conversation mais qu'on continue de m'envoyer des messages,other,high,91.79104478,0.8966,664200,4737,18,143,15,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7174825011625168133
DA FUQ! Take a belly shot off the person on your left,other,high,91.79004038,0.8966,34100,95,0,0,12,11-26,en,Games,Party Games,2022,appdafuq,https://www.tiktok.com/@appdafuq/video/7082034424904289542
I feel like the vibes are so good.,other,high,91.67937269,0.8964,420900,695,18,35,8,6-10,en,Lifestyle,Dating Apps,2024,bumble,https://www.tiktok.com/@bumble/video/7415343362561166634
Now I definitely won't forget to charge my phone before class!,other,high,91.63090129,0.8963,128100,3595,2,72,11,11-26,en,Education,AI Study Tools,2024,solvo.app,https://www.tiktok.com/@solvo.app/video/7415609156310289694
Party with Hostel One Barcelona for the best club experience!,other,high,91.54782609,0.8962,131600,1324,8,248,10,6-10,en,Travel,Accommodation Booking,2023,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7213370814777806085
I came to a fancy restaurant,other,high,91.42419602,0.8961,59700,65,5,1,6,6-10,en,Health & Fitness,Diet & Nutrition,2024,calorie.scanner,https://www.tiktok.com/@calorie.scanner/video/7402911687168347399
Unusual and fun spots to bring your next date in YYC,other,high,90.7654921,0.8959,149400,4453,39,223,11,11-26,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7097382609554066694
this filter,other,high,90.61848506,0.8958,130400,11200,37,28,2,0-2,en,Photo & Video,Video Editing,2021,dizzi_app,https://www.tiktok.com/@dizzi_app/video/6990624441738857734
Japan has introduced state of the art e-gates,other,high,90.37546272,0.8956,170900,4324,111,857,8,6-10,en,Travel,Itinerary Planning,2024,klook_usa,https://www.tiktok.com/@klook_usa/video/7394228767817747742
Talking to myself,other,high,90.13858204,0.8956,224400,17100,25,22,3,3-5,en,Photo & Video,Slideshow Creators,2022,chatbooks,https://www.tiktok.com/@chatbooks/video/7144052869027745067
Everything is awful,other,high,90.11276352,0.8955,827100,71300,274,4306,3,3-5,en,Entertainment,Comedy Platforms,2022,biteable,https://www.tiktok.com/@biteable/video/7138435505137388806
grandpa was right.,other,high,89.99328408,0.8955,804000,60800,78,463,3,3-5,en,Health & Fitness,Workout Trackers,2024,strongermobile,https://www.tiktok.com/@strongermobile/photo/7357652324665412897
Quand on nous dit que les applications de rencontre ça ne fonctionne pas,other,high,89.59369818,0.8954,648300,1085,0,7,13,11-26,fr,Social Networking,Dating Apps,2023,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7286495500671487264
Essay in 5 Sec.,other,high,89.53638582,0.8953,623800,65400,228,508,4,3-5,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7207454591514938667
gen z attention spans be like:,other,high,89.3758784,0.8952,858500,10300,133,43,6,6-10,sl,Education,AI Study Tools,2023,notedlyai,https://www.tiktok.com/@notedlyai/video/7285435566114622763
PLEASE bring back your balsamic date vinaigrette it was the only reason why I came 😭😭😭,other,high,89.25869894,0.8951,17700000,29000,420,531,16,11-26,en,Food & Drink,Food Delivery,2023,cava,https://www.tiktok.com/@cava/video/7285474200977001774
The best app to add spice and fluff ratings to your books,other,high,89.1415577,0.8949,78400,136,0,0,12,11-26,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7306930257083288865
Unusual questions for your next date,other,high,88.85232415,0.8947,108000,10100,30,1254,6,6-10,fr,Lifestyle,Dating Apps,2025,breeze.social,https://www.tiktok.com/@breeze.social/video/7459386271136288022
"""WHAT ARE YOU LOOKING FOR?"" Probably fun, nothing too serious",other,high,88.43930636,0.8945,91800,212,6,3,10,6-10,en,Social Networking,Dating Apps,2024,archerdating,https://www.tiktok.com/@archerdating/video/7320742989033229611
Quand toutes mes potes sont de nouveau célibataires et qu'on va pouvoir vivre notre best life toutes ensemble 🍒🍉🍓,other,high,88.37755666,0.8945,639500,2054,28,36,19,11-26,fr,Social Networking,Dating Apps,2022,fruitz_app,https://www.tiktok.com/@fruitz_app/video/7175179330299989254
