hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
Someday I’ll tell my kids how I solo traveled to Europe in my 20’s and met the most amazing people from all over the world!,PROVE,TALKING_HEAD,CONVERT,2,False,63.4,high,outcome_proof,high,120.8347826,0.9138,173700,25,11-26,en,Travel,Accommodation Booking,2024,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7354831084632280326
Who is LeBron's longest playing teammate? Hey,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.4,high,question,strong,29.05530564,0.7899,109800,7,6-10,en,Sports,Fan Communities,2024,omada_us,https://www.tiktok.com/@omada_us/video/7328623585386450219
Glow up your photos in 2023!!✨🌸,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,63.4,high,shock_statement,strong,29.00329243,0.7896,96900,6,6-10,la,Photo & Video,Photo Editing,2023,glowupapp,https://www.tiktok.com/@glowupapp/video/7198436719010516226
"Creatine Science 💪 3. To be effective, creatine needs to be taken...",ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,63.4,high,reveal_tease,strong,28.96081772,0.7893,1700000,12,11-26,en,Health & Fitness,Diet & Nutrition,2022,studyai.app,https://www.tiktok.com/@studyai.app/video/7155578778184420650
If your face looks like this...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,63.3,high,reveal_tease,strong,28.64844051,0.7883,37200,6,6-10,en,Health & Fitness,Yoga & Pilates,2022,luvly.app,https://www.tiktok.com/@luvly.app/video/7165312825982782725
Young Thug or Baby Keem?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.3,high,question,strong,28.82945467,0.7888,83000,5,3-5,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7410123610800524590
How will I ever wake up feeling energised? 😴💤,PROVOKE,TALKING_HEAD,REACH,2,False,63.3,high,question,high,118.1978799,0.9125,133800,9,6-10,en,Health & Fitness,Sleep Analysis,2023,sleepwave.app,https://www.tiktok.com/@sleepwave.app/video/7243786034947968283
Time travel in this European territory in No Time travel destination?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.3,high,question,strong,28.60155529,0.7881,108500,11,11-26,en,Travel,Trip Journals,2022,skratchworld,https://www.tiktok.com/@skratchworld/video/7160702344236125445
wait.. I found a music version of locket FOR ANDROID & IOS!,SELL,TALKING_HEAD,CONVERT,2,False,63.3,high,product_showcase,high,118.5873606,0.9126,287100,12,11-26,en,Music,Streaming Platforms,2023,mubr_widget_us,https://www.tiktok.com/@mubr_widget_us/video/7213798218172402990
10 MORE COMPANIES hiring for internships & entry level roles on Handshake right now *open to any major*,TEACH,TEXT_ON_BROLL,NURTURE,1,False,63.3,high,listicle,strong,28.58660999,0.788,26900,18,11-26,en,Education,Professional Development,2022,joinhandshake,https://www.tiktok.com/@joinhandshake/video/7145525586545347882
3 common signs that you may have sleep apnoea,TEACH,TEXT_ON_BROLL,NURTURE,1,False,63.3,high,listicle,strong,28.57142857,0.7879,20800,9,6-10,en,Health & Fitness,Sleep Analysis,2024,soundsleepapp,https://www.tiktok.com/@soundsleepapp/photo/7399205446843714848
I might lose followers but I don't care...,ENTERTAIN,TALKING_HEAD,REACH,2,False,63.3,high,reveal_tease,high,118.111588,0.9124,275200,8,6-10,en,Social Networking,Friend Finders,2024,dateupward,https://www.tiktok.com/@dateupward/video/7401960911918976302
Redflags jobseekers do in an interview?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.3,high,question,strong,28.47663012,0.7873,98700,6,6-10,en,Business,HR & Payroll,2023,hiredly.official,https://www.tiktok.com/@hiredly.official/video/7216188895766007045
When I pay all my bills and my credit score goes down,RELATE,TALKING_HEAD,REACH,2,False,63.3,high,pov_realism,high,117.2727273,0.9122,141900,12,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7153376948926844202
My money non negotiables 💰 spending money I won't without doing this...,ENTERTAIN,TALKING_HEAD,REACH,2,False,63.2,high,reveal_tease,high,116.5048544,0.9114,1200000,12,11-26,en,Finance,Financial Literacy Tools,2024,financielle,https://www.tiktok.com/@financielle/photo/7347738448679275808
I tried this cartoon filter on my friends!,PROVE,TALKING_HEAD,CONVERT,2,False,63.2,high,outcome_proof,high,117.0257123,0.9119,168400,8,6-10,en,Photo & Video,Video Editing,2022,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7083877521174973701
"If You care about climate change,",PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.2,high,direct_address,strong,28.44990548,0.7872,30100,6,6-10,ro,Social Networking,Interest-Based Groups,2024,chilli.app,https://www.tiktok.com/@chilli.app/video/7393312330064481578
"Si ce mec arrive à monter l'Everest, on s'engage à...",ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,63.2,high,reveal_tease,strong,28.36658354,0.7866,45500,10,6-10,fr,Shopping,Price Comparators,2024,sneakyspy_,https://www.tiktok.com/@sneakyspy_/photo/7353296986109463841
You Can,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.2,high,direct_address,strong,28.11158798,0.7856,13100,2,0-2,fr,Photo & Video,Video Editing,2023,animakerhq,https://www.tiktok.com/@animakerhq/video/7267718960970206470
Can I connect my PS4 to it? Playing PS4 on the HighPeak MiniProjector,PROVOKE,TALKING_HEAD,REACH,2,False,63.2,high,question,high,116.0305344,0.9112,7600000,13,11-26,en,Shopping,E-commerce Marketplaces,2022,highpeakco,https://www.tiktok.com/@highpeakco/video/7136676068487957806
"""When someone asks me if there is another app than Yubo to make friends""",RELATE,SCREEN_DEMO,REACH,3,True,63.2,high,quote_dialogue,strong,7.730263158,0.5707,23500,14,11-26,en,Social Networking,Friend Finders,2024,yubo_app,https://www.tiktok.com/@yubo_app/video/7416639095553903918
here's how you can bring coastal,TEACH,TEXT_ON_BROLL,NURTURE,1,False,63.2,high,demonstration,strong,28.30617658,0.7863,74700,6,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7367441745031859502
3 pregnancy hacks for a more comfortable pregnancy journey,TEACH,TEXT_ON_BROLL,NURTURE,1,False,63.2,high,listicle,strong,28.35696414,0.7865,17000,9,6-10,en,Medical,Pregnancy Trackers,2023,preglife.app,https://www.tiktok.com/@preglife.app/video/7289849675279027488
XWEIGHT LOSS DON'TSX Pls I beg you ✨trust me I'm a weight loss coach!!✨,ENTERTAIN,TALKING_HEAD,REACH,2,False,63.2,high,shock_statement,high,115.7366401,0.9108,392000,14,11-26,ht,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/video/7295790089064418592
get personalized wallpapers in 1 minute,PROVE,TEXT_ON_BROLL,CONVERT,1,False,63.2,high,outcome_proof,strong,28.45397676,0.7872,159200,6,6-10,en,Utilities,Custom Widgets,2023,screenkit.app,https://www.tiktok.com/@screenkit.app/video/7192250776583015681
3 face yoga exercises I wish I knew sooner,TEACH,TALKING_HEAD,NURTURE,2,False,63.2,high,listicle,high,115.825953,0.9109,150400,9,6-10,en,Health & Fitness,Yoga & Pilates,2023,luvly.app,https://www.tiktok.com/@luvly.app/video/7194200014787202310
Get to Know Statement Collars,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.1,high,imperative,strong,28.02083333,0.7851,26900,5,3-5,en,Shopping,E-commerce Marketplaces,2023,gem.app,https://www.tiktok.com/@gem.app/video/7261280297747025195
Reply to Pinterest's comment now THIS is a career wasn't expecting this...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,63.1,high,reveal_tease,strong,28.04213585,0.7853,38600,12,11-26,en,Social Networking,Photo Sharing,2024,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7407541547840982303
Have you seen this bus in San Francisco and ever wondered...,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.1,high,question,strong,27.99401198,0.7849,18700,11,11-26,en,Travel,Local Guides,2022,localsinsightapp,https://www.tiktok.com/@localsinsightapp/video/7130424677109124398
My Top 3 Favorites in Italy! 🇮🇹,TEACH,TALKING_HEAD,NURTURE,2,False,63.1,high,listicle,high,111.7939449,0.909,123700,7,6-10,la,Travel,Travel Safety,2023,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7299390042487672066
What gift crosses the whole Earth? Heading south,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.1,high,question,strong,27.93696275,0.7848,19500,8,6-10,en,Photo & Video,Video Editing,2024,vidu_ai,https://www.tiktok.com/@vidu_ai/video/7399570342630427912
Could YOU solve this?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.1,high,question,strong,28.01436634,0.785,191100,4,3-5,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7408116556854545697
KENDRICK LAMAR DROPS SURPRISE ALBUM AND NOW I GET OFFERED THIS...,ENTERTAIN,TALKING_HEAD,REACH,2,False,63.1,high,reveal_tease,high,111.6012504,0.9089,321300,11,11-26,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/video/7441357168701361454
10 TANDA COWOK CEMBURU YANG JARANG CEWEK PAHAM! @hotdeestuffs on Lemon8,TEACH,TEXT_ON_BROLL,NURTURE,1,False,63.1,high,listicle,strong,28.00925926,0.785,36300,11,11-26,en,Lifestyle,Beauty & Skincare,2024,lemon8indonesia,https://www.tiktok.com/@lemon8indonesia/photo/7358775411775376646
I found this AI tool that does all my assignments in seconds 🤫😂,SELL,TALKING_HEAD,CONVERT,2,False,63.1,high,product_showcase,high,112.0,0.9091,1400000,13,11-26,en,Education,AI Study Tools,2024,quizmate.io,https://www.tiktok.com/@quizmate.io/video/7410464022300085534
Are your lungs healthy?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,question,strong,27.70285714,0.7832,484800,4,3-5,de,Health & Fitness,Meditation & Mindfulness,2022,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7088345289269988651
If you can’t do this STOP Vaping,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,direct_address,strong,27.75510204,0.7837,3400000,7,6-10,en,Health & Fitness,Meditation & Mindfulness,2024,breathwrk,https://www.tiktok.com/@breathwrk/video/7327480471602924830
"I made £5,500+ from renting my dress to 32 women",PROVE,TALKING_HEAD,CONVERT,2,False,63.0,high,outcome_proof,high,109.5544327,0.9078,238500,10,6-10,en,Shopping,E-commerce Marketplaces,2024,byrotation,https://www.tiktok.com/@byrotation/photo/7343323893001620769
hey pookie...,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,direct_address,strong,27.75111111,0.7836,624400,2,0-2,en,Education,Study Aids & Flashcards,2024,quizlet,https://www.tiktok.com/@quizlet/photo/7356394178735115562
POUR LE NOUVEL AN ?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,question,strong,27.65375854,0.7831,182100,5,3-5,en,Games,Party Games,2023,bazarde.app,https://www.tiktok.com/@bazarde.app/video/7317330183990545697
Watch to see if your hypothesis is correct:,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,imperative,strong,27.74496644,0.7835,620100,8,6-10,en,Education,Virtual Classrooms,2024,masterclass,https://www.tiktok.com/@masterclass/video/7378600210861182250
Parent: 0 Student: 0 Which of these items is the Erlenmeyer flask?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,question,strong,27.82874618,0.784,54600,12,11-26,en,Education,Virtual Classrooms,2024,ixl,https://www.tiktok.com/@ixl/video/7431652653169495339
THEY THINK I AM 25 BUT... ME TODAY,ENTERTAIN,TALKING_HEAD,REACH,2,False,63.0,high,reveal_tease,high,110.4351174,0.9083,143400,8,6-10,en,Health & Fitness,Yoga & Pilates,2023,luvly.app,https://www.tiktok.com/@luvly.app/video/7186656891668319493
How normal people pause youtube,PROVOKE,TEXT_ON_BROLL,REACH,1,False,63.0,high,question,strong,27.73129333,0.7834,5800000,5,3-5,en,Education,Study Aids & Flashcards,2021,kadama,https://www.tiktok.com/@kadama/video/6942215969007979781
Preparing our home for Love Is Blind like...,ENTERTAIN,TALKING_HEAD,REACH,2,False,62.9,high,reveal_tease,high,107.3133763,0.9062,283200,8,6-10,en,Lifestyle,Home Decor & DIY,2023,wayfair,https://www.tiktok.com/@wayfair/video/7280900736018451758
This is what college looks like for this new generation 😂,TEACH,TEXT_ON_BROLL,NURTURE,1,False,62.9,high,demonstration,strong,27.368,0.7818,342100,11,11-26,en,Education,AI Study Tools,2024,quizmate.io,https://www.tiktok.com/@quizmate.io/video/7410467346311040287
Can we find this model a date? Part 2 ONE DAY,PROVOKE,TALKING_HEAD,REACH,2,False,62.9,high,question,high,105.5976806,0.9051,473500,11,11-26,en,Entertainment,Comedy Platforms,2024,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7382239135471275297
What to wear for Holiday Events,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.9,high,question,strong,27.52815013,0.7826,513400,6,6-10,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/7036846830977682693
No sabía que hacer y decidí abrir una de estas...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,62.9,high,reveal_tease,strong,27.25046382,0.7816,7344,10,6-10,es,Entertainment,Comedy Platforms,2023,salmurai_ec,https://www.tiktok.com/@salmurai_ec/video/7277231366192827653
Still getting used to working at a tech start up...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,62.9,high,reveal_tease,strong,27.4136716,0.782,38900,10,6-10,en,Entertainment,Fan Communities,2024,getashelf,https://www.tiktok.com/@getashelf/video/7414605017967070510
We weren’t going to do a first look but changed our mind last minute and so glad we did. Here’s why...,ENTERTAIN,TALKING_HEAD,REACH,2,False,62.9,high,reveal_tease,high,105.4044507,0.905,298400,21,11-26,en,Lifestyle,Event Planning,2024,getguestlist,https://www.tiktok.com/@getguestlist/video/7333668411882655022
Who's gonna kiss Lewis? Part 2,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.9,high,question,strong,27.40856378,0.7819,122900,6,6-10,en,Entertainment,Comedy Platforms,2024,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7403020498726096161
what is wrong,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.9,high,question,strong,27.51340483,0.7825,82100,3,3-5,en,Finance,Budgeting & Expense Tracking,2023,rocketmoney,https://www.tiktok.com/@rocketmoney/video/7290966760021396778
did you know your cat thinks you're their mom?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.9,high,question,strong,27.36,0.7818,889200,9,6-10,en,Entertainment,Fan Communities,2023,cathunter.app,https://www.tiktok.com/@cathunter.app/video/7283208922821905669
Here is the easiest way to build your STUDENT RESUME.,SELL,TEXT_ON_BROLL,CONVERT,1,False,62.9,high,benefit_promise,strong,27.17391304,0.7811,22500,10,6-10,en,Productivity,Resume Builders,2021,kickresume,https://www.tiktok.com/@kickresume/video/7001900126608313605
5 fun questions to ask your kids about yourself✨,TEACH,TEXT_ON_BROLL,NURTURE,1,False,62.9,high,listicle,strong,27.54820937,0.7827,1000000,9,6-10,en,Entertainment,Comedy Platforms,2024,flamingo.cards,https://www.tiktok.com/@flamingo.cards/photo/7436855227434716459
I finally found a Goodreads replacement,SELL,TALKING_HEAD,CONVERT,2,False,62.9,high,product_showcase,high,106.0830017,0.9053,93300,6,6-10,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7310255386458737952
Can you please add Lala next to Ariana? That's my iconic duo.,PROVOKE,TALKING_HEAD,REACH,2,False,62.8,high,question,high,103.3541785,0.9038,181800,12,11-26,en,Photo & Video,Photo Editing,2023,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7241635545179294984
"How Alex Karev was added to the pilot of Grey's Anatomy 🤯 So when we made the original pilot of Grey's Anatomy,",PROVOKE,TALKING_HEAD,REACH,2,False,62.8,high,question,high,102.9082774,0.9034,2300000,22,11-26,en,Education,Virtual Classrooms,2023,masterclass,https://www.tiktok.com/@masterclass/video/7296952297190411566
"one phone, but so many hidden secrets...",ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,62.8,high,reveal_tease,strong,27.10606061,0.7808,894500,7,6-10,en,Lifestyle,Motivation,2024,findmykids,https://www.tiktok.com/@findmykids/video/7453134669454920990
SZA JUST DROPPED SATURN...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,62.8,high,reveal_tease,strong,26.97122302,0.7802,374900,4,3-5,en,Music,Concert Finder,2024,beepr_app,https://www.tiktok.com/@beepr_app/video/7338566729078951199
I did this in PowerPoint in 50 seconds 😏,SELL,TALKING_HEAD,CONVERT,2,False,62.8,high,benefit_promise,high,101.5873016,0.9025,12800000,9,6-10,en,Education,Virtual Classrooms,2023,classpoint.io,https://www.tiktok.com/@classpoint.io/video/7272334636083105030
Top 3 New Restaurants in YYC that will leave your date impressed AF 👀🍣❤️,TEACH,TEXT_ON_BROLL,NURTURE,1,False,62.8,high,listicle,strong,26.9744836,0.7802,44400,14,11-26,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7137838928005991686
Are summer allergies messing with your sleep?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.8,high,question,strong,27.09677419,0.7807,12600,7,6-10,en,Health & Fitness,Sleep Analysis,2024,pillowsleeptracker,https://www.tiktok.com/@pillowsleeptracker/photo/7411302852972399904
what if Art Deco interior design,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.8,high,question,strong,27.09359606,0.7806,71500,6,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7367116908824464682
How much are Londoners able to save? 💰,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.8,high,question,strong,26.88809806,0.7798,34000,8,6-10,en,Finance,Financial Literacy Tools,2024,tembomoney,https://www.tiktok.com/@tembomoney/video/7343295652429925665
Can☆Do,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.8,high,question,strong,26.88192959,0.7797,138200,1,0-2,ja,Lifestyle,Beauty & Skincare,2024,lemon8_japan,https://www.tiktok.com/@lemon8_japan/video/7407711337675001104
How to make an ISTP like you?,TEACH,SCREEN_DEMO,NURTURE,3,True,62.7,high,demonstration,strong,7.507319113,0.5631,35900,7,6-10,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7216951507135089962
When corporate says you can't use the Corn sound cuz it has nothing to do with finance,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.7,high,question,strong,26.52892562,0.778,32100,17,11-26,en,Finance,Financial Literacy Tools,2022,joinfizz,https://www.tiktok.com/@joinfizz/video/7141859029319421230
Me ignoring the first red flag bc I’ve already picked out the color palette for the wedding 😳,PROVOKE,TALKING_HEAD,REACH,2,False,62.7,high,warning_mistake,high,100.9366151,0.9021,463400,18,11-26,en,Lifestyle,Dating Apps,2024,bumble,https://www.tiktok.com/@bumble/video/7348260225834650922
How I manage my stress level✨,PROVE,TALKING_HEAD,CONVERT,2,False,62.7,high,outcome_proof,high,100.4405286,0.9017,79800,6,6-10,fr,Health & Fitness,Meditation & Mindfulness,2024,motionscape.app,https://www.tiktok.com/@motionscape.app/video/7329929862234377505
To all girlies who got on birth control at 14,PROVOKE,TEXT_ON_BROLL,REACH,1,False,62.7,high,direct_address,strong,26.67471334,0.7788,22100,10,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2022,ovyapp,https://www.tiktok.com/@ovyapp/video/7174437835993271558
